name,artist,id,danceability,acousticness,liveness,loudness,speechiness,mood
Paala Pitta,Devi Sri Prasad,6hbdCd5WPh4OJArDKMUZo9,0.875,0.65,0.0657,0.7791650525939391,0.202,romantic
Time Ivvu Pilla,Gopi Sundar,3MqMljifpexSTdhAczsBX7,0.825,0.213,0.145,0.7701063798086951,0.135,energetic
Jil Jil Javani,Kunireddy Srinivas,15GmsG2EOoWgKljtIN9LNw,0.709,0.188,0.128,0.7486516284752228,0.265,energetic
Chiranjeeva,M. M. Keeravani,6eU4WBu12W1JnqvX736WWF,0.804,0.416,0.0829,0.6718912959265771,0.0982,romantic
Brathukantha Baadhagaa,S. P. Kodandapani,7v49HPat9QcM4qQnFcTEXu,0.257,0.949,0.23,0.5845823773056409,0.0664,Chill
Vintunnavaa,A.R. Rahman,4Ua5t8kTLSnVKWV2NK2xiN,0.373,0.655,0.116,0.7209690396018953,0.032,Chill
Yeh Oore Chinadana,Devi Sri Prasad,75m22KDuM0RJCLZTky12Wc,0.82,0.0297,0.2,0.8449000268184392,0.209,energetic
Ninne Ninne,Chakri,7Fkomj8i1RAavt0v5PUNV8,0.749,0.208,0.119,0.8112875830626658,0.171,energetic
Mila Mila,Mickey J. Meyer,4zKTWk3pdGmV5LLYzF17Xq,0.814,0.739,0.183,0.7606603295688191,0.0407,romantic
"Aaresukoboyee (From ""Adavi Ramudu"")",S. P. Balasubrahmanyam,3kKhlaxlib4Ey9Nw7QUBhs,0.496,0.946,0.666,0.6716231115349087,0.044,cheerful
Maataleraani,Sandeep Bowmik,1ugd3kbk6y41p9ZHMq2P22,0.524,0.209,0.15,0.6725468577728777,0.176,energetic
Kriti: Padavini with Vina and Mrdangam,Trichy Sankaran,62J1F714qiqQtDfaT2Bs1Q,0.607,0.803,0.0734,0.36461157960606705,0.0529,Chill
Mudhu Muthyaloda,Akhilesh Gogu,5Ik9I33chVGzWJEFaET3pP,0.818,0.587,0.0535,0.8754134509371555,0.0685,romantic
Pade Pade,Devi Sri Prasad,1YXcSZ9stsBcHYLqVoa2SE,0.866,0.701,0.0904,0.5356238266932865,0.0372,romantic
Kanya Kumaari,Ilaiyaraaja,4XMIbbeZk44GvTVqCLNUdr,0.523,0.763,0.128,0.7695402127596174,0.0714,Chill
Mabbullo Yemundhi,T.Chalapathi Rao,4eWHBO0pMIinbhM6H4kMs7,0.372,0.93,0.238,0.6049941893381805,0.0393,Chill
Kanchiki Pothavaa,K. V. Mahadevan,3iiG2dutiUmSmMFw9GsbYg,0.608,0.986,0.066,0.69719002354063,0.0904,Chill
Neela Poori,Vijay Antony,5WUxa9IltfeA2bxq4zccI3,0.742,0.347,0.101,0.8397747251109986,0.0728,romantic
Raja The Great,Sai Karthik,75Q1KovplyWXw3EZhBbnYB,0.821,0.591,0.0766,0.8107810125450698,0.279,romantic
Sirimallave DJ Song,PVR Raja,0UDgkNQwMfx6BxIVt01qQw,0.783,0.00566,0.0354,0.7293125540093567,0.205,energetic
Sri Nathadi Guruguha - Mayamalava Gowlai - Adi,R. Vedavalli,5LVD9JKk4U5bCOHOw78jG7,0.512,0.687,0.23,0.7955838970171937,0.204,Chill
Murikivadalo Mass Rajulam,Tarun Rana Pratap,7CC9p2WL44PldVmBMJUuEV,0.554,0.573,0.0585,0.7973419946959087,0.117,romantic
Nippulaa Swasa Ga,M. M. Keeravani,5iooG4j9EuFx07Y7AODiu6,0.664,0.6,0.0923,0.6954617241276558,0.331,romantic
Naido Naido,Devi Sri Prasad,57V1Ma5WPmzTMZB7I2hNZE,0.64,0.541,0.673,0.7414404481659168,0.176,cheerful
One Last Time (Tamil),Nijil Dhinakar,2I0x9hbU3Bdrx8gyqaZg3Y,0.534,0.506,0.065,0.593968831014035,0.0348,romantic
Vrepalliya Edajhalluna,K. V. Mahadevan,6pZ1fgv8WtoRh3aNawFqKn,0.596,0.97,0.873,0.6323489972883578,0.0779,cheerful
Come to the Party,Devi Sri Prasad,2IpwvBkE1not2UVDAhYcjA,0.697,0.248,0.347,0.8184689651062309,0.243,energetic
Mabbe Masagesindile,Ilaiyaraaja,1Ftw6kXngkvZZ1L5hJAcud,0.327,0.907,0.498,0.6516880717542239,0.121,Chill
Good Morning,Devi Sri Prasad,0dZnpiOimPlE8gy1fPd1LU,0.918,0.0519,0.108,0.717899818230579,0.205,energetic
Po Ve Po - The Pain of Love,Anirudh Ravichander,4ngIVcfL0Pm564bTpDIS8H,0.568,0.489,0.108,0.7625674185762389,0.0358,romantic
Tandanana - Brahmam Okate - Bouli - Adi,Vijay Prakash,1Lku9h6dPOxJ4PVJ85Mlap,0.414,0.768,0.0897,0.7494263833844871,0.0879,Chill
Bhadra Shaila,M. M. Keeravani,0pMyxDrMTbAvJv8I0hdgKR,0.57,0.708,0.153,0.7123871390685063,0.0614,Chill
Sahajam,Ricky B,6oOeMV8BUWotSTwmJ2v96l,0.753,0.789,0.132,0.6068714800798594,0.37,Chill
Paddanandi,Anup Rubens,4cXcJI1wWd6ihov231uJJD,0.634,0.696,0.199,0.7531213683363629,0.202,romantic
Private Party,Anirudh Ravichander,5WF2p0cTRFj80B7XFnJagv,0.803,0.184,0.0398,0.7853928901337943,0.172,energetic
Telisenulepriya Rasika,Pendyala Nageswara Rao,3AU0xoynFQMgw2hDEFTwiI,0.44,0.975,0.939,0.5553800768795256,0.0623,cheerful
Nemaliki Nerpina,K. V. Mahadevan,4WxXJJ3HgigBKmLbsu5E54,0.592,0.869,0.124,0.775172084984654,0.172,Chill
Na Kallaku,Shiva Kakani,5TwlepIX4UM13pZJ4GoBvs,0.858,0.518,0.674,0.9135552310855508,0.169,cheerful
Jingi Chika,D. Imman,61Zp3yCbOK9S4YPs9XVKAa,0.929,0.404,0.062,0.771566494830001,0.161,romantic
Yenniyalo Yenniyalo,Sai Karthik,3cN5ajg7uQnroGePex8BuX,0.919,0.0892,0.058,0.8007389969903752,0.0808,energetic
Bullipitta Bujjipitta,Ilaiyaraaja,2KStvPSXlVTn0UBEEbrv0i,0.757,0.88,0.363,0.6006436425400042,0.0397,Chill
Ringu Juttu Poradey,Shirisha,4JszQrmGeYONf67tLrdnG2,0.765,0.0515,0.341,0.9197532703596651,0.182,energetic
Vuylala Vuylala,M. M. Keeravani,7tfa0cMHzyp4st1DQGFO8R,0.444,0.484,0.146,0.7263327274352633,0.0486,romantic
Vatapatra (Happy),Ilaiyaraaja,0cVNEozBNU3KV9dyXcaE5K,0.634,0.493,0.0744,0.8280640066748115,0.0266,romantic
Kani Penchina Ma Ammake,Anup Rubens,4tdbEdkYcZxpYH4Gixci0I,0.789,0.583,0.0719,0.7666497809827468,0.0609,romantic
"Vachinde - From ""Fidaa""",Madhu Priya,5qQS9k70G9iuOi5tM0ozOi,0.824,0.353,0.124,0.8333382997109569,0.122,romantic
Lechindi Mahilalokam,Ghantasala,1MBMGhJguujcBlaL4i4zGH,0.671,0.694,0.028,0.7046097917101225,0.2,romantic
Pachchagaddi Koseti,K. V. Mahadevan,4Kl9UNDOyspxaa3YLAxc1P,0.79,0.97,0.375,0.7809529485383951,0.0878,Chill
"Mera Naam Malini (From ""Identity"")",Geetha Madhuri,6RjrKOmj39082etUpZDo4j,0.801,0.00953,0.112,0.8363777228165321,0.212,energetic
Alai Balai,Ram Miriyala,6FrKmVd9tp2vygYXxcvHjV,0.762,0.271,0.113,0.7235614887213565,0.0871,energetic
"Padha Padha Mantu - From ""Idhe Naa Prema Katha""",Shamanth Sarikonda,3TOZ7aAO7zG5gCi7V708SO,0.703,0.805,0.294,0.6434935486754672,0.0368,Chill
Konchem Konchem,Harris Jayaraj,6sEWmJ1i28irLn274LvSEB,0.724,0.0272,0.0774,0.7363747429899581,0.109,energetic
Botany,Ilaiyaraaja,5nCTmbZawHvavYB5deCwqp,0.692,0.0802,0.232,0.7457909949640931,0.178,energetic
Reppalapai,Devi Sri Prasad,073C5myTwqWJvjCF0ms9RC,0.733,0.469,0.335,0.8751154682797462,0.095,romantic
Cheli Chedugudu Gemini,R. P. Patnaik,3HRjcvWgnfJrRHw0qqxe2V,0.727,0.0298,0.0952,0.7055037396823505,0.0734,energetic
Navvave Navamaalika,M. M. Keeravani,6m0D42cLLcvqw2lCc0hYR0,0.697,0.85,0.353,0.5632766173008732,0.0486,Chill
Nutokka Jillalo,Mani Sharma,3MfyMbugIr3rLTO3ywqsnD,0.784,0.157,0.0672,0.8046127715366966,0.175,energetic
Hare Rama,Mani Sharma,1GuLtxxmqSWTgaKqtTg0qi,0.744,0.0102,0.0915,0.7814297207902501,0.0955,energetic
Brahma Kadigina,Unnikrishnan,4V2Fkqyymwu9zucUWfSHnB,0.613,0.837,0.19,0.7583062665752853,0.0395,Chill
Kaivasam,Bhavana Isvi,1Vx8O1yW56Vn8GCODYEkSE,0.593,0.43,0.103,0.7459995828242797,0.0273,romantic
Kriti Vatapi Ganapatim,Various Artists,4Ntx1COjcNBXHTFWEed56f,0.5,0.82,0.308,0.4518013051640395,0.072,Chill
Parare Parare,Mani Sharma,2kB3njGHMJnc6stp6LkbTp,0.541,0.24,0.0457,0.8130158824756399,0.203,energetic
Pranaya Pipaasi,Satyam,2hTz7cjj0DzXpOvw3NKXVF,0.579,0.874,0.133,0.6667361959533955,0.0362,Chill
Atto Attamma,Raj-Koti,74gQCn9eaLRl5oGThse9cP,0.809,0.708,0.53,0.8317887898924283,0.214,cheerful
Don't Break My Heart,Aditi Bhavaraju,7zcpRlEiLVk86d4hwLmfY9,0.656,0.78,0.122,0.6459966029977056,0.0443,Chill
Leharaayi,Gopi Sundar,0pCXbJ3lbtinCZnwg1CYDC,0.78,0.245,0.0947,0.7403379123335022,0.061,energetic
"Punnami Raathri (From ""Punnami Naagu"")",K. Chakravarthy,10V7wnyDEZXMEWPFpDlze0,0.438,0.99,0.375,0.8345600286063352,0.0295,Chill
La La Bheemla,Thaman S,0AGbuVpSivVZI99CJqdMpi,0.666,0.676,0.318,0.8006794004588933,0.27,romantic
Manase Vennelaga,T. V. Raju,7roqdMa5EWJVXTxAXYXr3q,0.591,0.964,0.232,0.6505855359218093,0.0442,Chill
Evaradi Evaradi,Anup Rubens,3I6bChjEmTPbTB6ARQrxxW,0.525,0.819,0.153,0.7018385529962157,0.0306,Chill
Nee Venakale Nadichi,Chinmayi,26nmt32sAOq0c4wNmRG0DN,0.59,0.902,0.185,0.6826186715933134,0.0307,Chill
Bhagdad Gajadongai Vasta,Chakri,0UDxV0oOHawqmT1MASO976,0.925,0.225,0.083,0.7492475937900415,0.151,energetic
"Ramasakkanodiviro - From ""Question Mark (?)""",Raghu Kunche,2HbnCSvteFFvejZxAnfb49,0.634,0.328,0.321,0.8717482642510206,0.229,romantic
Yem Peeru Murugan,Devi Sri Prasad,4WmFpEnchF9tidumB301e7,0.804,0.387,0.379,0.7377156649483001,0.362,romantic
Colours of Prema - Nuvele,Manish Kumar,3jl2VClzIFL7esqTz0SCst,0.662,0.0903,0.0825,0.6191185672993832,0.0517,energetic
Anuragam Anuragamlo,M. M. Keeravani,7HWRrBWHnahENYnD4YCCg9,0.667,0.362,0.172,0.753955719777109,0.0736,romantic
Na Prema kathaku,Mani Sharma,1wS53yiKb64XPJZ1mxaZyA,0.809,0.36,0.108,0.761166900086415,0.111,romantic
Masaka Masaka,Ramesh Naidu,0Fm94bWsF6Y9FNqHMKLLT1,0.503,0.956,0.103,0.8482374325814238,0.0809,Chill
Vidodde Avva,Manukota Prasad,2nKVF4Wpgv0aI88Wz7EvcC,0.756,0.0592,0.285,0.8564319556601806,0.0947,energetic
Ramayathandari,K. V. Mahadevan,7ieByq8ccyi9s0W3oWS0c3,0.536,0.414,0.24,0.6465925683125242,0.353,romantic
Janabethedu Jaga,M. M. Keeravani,42gfsmiDKzqfb0iBdgxVRi,0.653,0.174,0.369,0.7755296641735452,0.342,energetic
Pilichina Palikevu,Vijaya Krishnamurthy,65Cda9QLoESnTRcCtitqCo,0.242,0.969,0.424,0.5995113084418487,0.0431,Chill
Oohalu Gusa Gusalade,Ghantasala,0hXQ20vXPiehqf1E2sksDM,0.409,0.822,0.564,0.7822938704967372,0.034,cheerful
Aarathi,M. M. Keeravani,0dh2YgmpxxwyLnoJEDkMyj,0.66,0.677,0.0939,0.7186745731398433,0.0296,romantic
Lucky Lucky Rai,Thaman S,5epcZ01n2S41JtsaUrPGFZ,0.891,0.775,0.122,0.6910217825322567,0.0499,romantic
Prema Ane Picchi,Devi Sri Prasad,05KlOU6SRDD1iYlJaDi8yl,0.768,0.315,0.0439,0.8242200303942311,0.0701,energetic
Neethote Untanu Naidu Baava,R. P. Patnaik,1Dp2PYwpP97laW9YAFGy2R,0.474,0.534,0.113,0.7356297863464347,0.318,romantic
Ammo Ammayena,S.A. Rajkumar,3oAndqB2yZFnCfHUsyn5qj,0.642,0.212,0.131,0.8248457939747907,0.186,energetic
"Chinuku Chinuku Andelatho - From ""Subhalagnam""",S.V.Krishna Reddy,5NSXAVJqe7Zh66PlRhgRvw,0.848,0.684,0.0695,0.6253762031049794,0.334,romantic
New york Nagarama,A.R. Rahman,5c20VsS1tDBQKhu62rPMDc,0.672,0.328,0.0795,0.7497839625733782,0.0262,romantic
Hey Naayak,Thaman S,77fx4tcDfXRscXT8hAd1fI,0.67,0.757,0.25,0.7637295509401354,0.134,Chill
Brochevarevarurar,A. Kanyakumari,5gRW0aQdzRizSiXVvfLsLl,0.447,0.949,0.251,0.6096129205280254,0.0683,Chill
Oh Rabbi Vesukunna,Ilaiyaraaja,20g5vYkZdYOR22E5ddSI4E,0.565,0.934,0.25,0.7843797490986024,0.569,Chill
Naaku Neeku,Harris Jayaraj,6lFWSakrMDZj9bRusX4e2S,0.823,0.0382,0.025,0.7908459727643852,0.0684,energetic
Thanuvina Manege,Hamsa Lekha,5wmZUEzovhXEHijrF5CmvW,0.442,0.868,0.107,0.48162936917071436,0.103,Chill
Laayi Laayi,Ilaiyaraaja,1UiORBsodWhAydO2SjQyei,0.631,0.743,0.16,0.7072916356268066,0.0311,Chill
Love Me Please,Siddiq Ansari,6RqEB1Mp1mw3id8K6naqTX,0.703,0.595,0.129,0.741351053368694,0.0562,romantic
Nuvvu Vijilesthey,M. M. Keeravani,5hhJ34pzk1kK4vC7iavcDI,0.86,0.339,0.155,0.8488929944277244,0.17,energetic
Keka,RaghavaLawrence,7GbL05vBiOQ4TCAgXxaMrp,0.863,0.0644,0.146,0.7834858011263746,0.148,energetic
Thallivi Neeve Thandriv,R. Govardhanam,7BBNeSJWm3mKgE7I094Xct,0.609,0.973,0.352,0.8137012425876814,0.0324,Chill
Guchi Guchi,Sandeep Chowta,67Zl1Up9ciAgXwOY3pQqzG,0.875,0.00648,0.0608,0.7814893173217319,0.142,energetic
Komma Uyyala,M. M. Keeravani,5GjYjVSNtHeOJtumwvR7eB,0.602,0.741,0.139,0.7645937006466224,0.0302,Chill
Plichina,Chakri,7l3IW8619Ik1FrnvSZcj8T,0.623,0.337,0.203,0.7525254030215441,0.0516,romantic
"Kaatuka Kanule (From ""Aakaasam Nee Haddhu Ra"")",G. V. Prakash,1HobaVS51OdBZqNmqt1TX7,0.751,0.437,0.357,0.7341100747936471,0.236,romantic
Papa Chalo Hyderabad,Abhinay TJ,4ClOA0rJtALeFtQzv6Rl1T,0.841,0.017,0.133,0.8550314371703567,0.0768,energetic
Adupudati,Suresh Peetala,0XDjlyX449wdbGcJift5K6,0.607,0.245,0.328,0.7610477070234513,0.0431,energetic
Kaddaru sokka,Manukota Prasad,4OhsKHYNcWiwhD2ryFgnBT,0.788,0.491,0.0417,0.9612622545367859,0.129,romantic
Ayarpadi,Kalaimamani Prabhavathi Ganesan,4TcL2zD8AwZCPfIr8QE03e,0.673,0.552,0.105,0.6743943502488156,0.0403,romantic
Diamond Girl,Srinu Vaitla,79YJ5cpReB2UvJgqfntwpc,0.844,0.0695,0.0604,0.732798951101046,0.0723,energetic
Pancha Graha Kootam,Devi Sri Prasad,50gIBnZhZDdtZtHU8wsWQu,0.665,0.191,0.124,0.838672189278584,0.0353,energetic
Vachedhemo Vona Kaalamu,Narsimlu,6UKcQvihzMvr0MaTil8Ygs,0.57,0.574,0.111,0.8119729431747073,0.263,romantic
"Paruvam Vanaga (From ""Roja"")",Sujatha,1hVPGlB7ywd8dMrSAcsVyf,0.591,0.559,0.143,0.726511517029709,0.0359,romantic
Chilaka,S.A. Rajkumar,1tZrspn1lncPkr3nkoKbVk,0.724,0.149,0.113,0.8267230847164695,0.125,energetic
Nee Thone,Ilaiyaraaja,0iEzM1S4OwOrg9cn110Brk,0.67,0.781,0.0875,0.7820256861050687,0.0767,Chill
Jataka Balam,Nagamani,6S5sSrjGRYEo5s7l3rPM6P,0.764,0.158,0.138,0.9577162609136148,0.124,energetic
Nuvvu Nuvvu,Devi Sri Prasad,2jRAFRpeDnibcHvtDgWRhG,0.806,0.396,0.0881,0.7126851217259156,0.0356,romantic
Mallieswarivey,Jassie Gift,7lSYoKmtmay3y4wMO6nLrj,0.9,0.0513,0.0331,0.7488304180696683,0.119,energetic
Naa Hrudayamlo,S. Rajeswara Rao,048rmv7qqvviCKluw9TtAr,0.619,0.797,0.208,0.778747876873566,0.0659,Chill
Nellorae,Thaman S,1t4DzSeNyfsILVyi6FQnbj,0.804,0.677,0.124,0.7721922584105605,0.0634,romantic
Telisiney Na Nuvvey,Radhan,6f7qFjos0WWqvtEnwFDS0a,0.504,0.581,0.111,0.7808337554754313,0.037,romantic
Raaye Raaye,M. M. Keeravani,53xUKsEH1dEGmgQkdUb8p1,0.924,0.58,0.0836,0.7181978008879883,0.181,romantic
Chandruni Takinadi,A.R. Rahman,4gaUiAf9ufIQS8m9wYNxgL,0.765,0.0884,0.225,0.658422479811675,0.0584,energetic
Yemo Yemo Idhi,Rajan–Nagendra,5fsV9wwZvosqaaSE7hm8eu,0.481,0.978,0.312,0.6261807562799846,0.0556,Chill
Nannu Kottakuro,R. P. Patnaik,05WT3sItU1HMUxNg8Ghdve,0.876,0.132,0.0397,0.7716558896272238,0.0789,energetic
Pachchadanamey,A.R. Rahman,6Au5A9YR9koo7bkyG4ucYf,0.536,0.389,0.367,0.4059119759230013,0.0628,romantic
Anjali Anjali,A.R. Rahman,72Lk8C1Eux8P0hahS3uesA,0.444,0.862,0.167,0.5572275693554636,0.0523,Chill
Emo Emaindho,Tarun Gariki,1srkcmUQ0psKrlarXOfDwg,0.636,0.127,0.128,0.7712983104383325,0.0387,energetic
Bunny Bunny,Devi Sri Prasad,4qjeAiS9svNScelITRTwwT,0.77,0.484,0.294,0.8618254417592897,0.161,romantic
Thatwamaria - Reeti Gowla - Adi,"Veena E. Gaayathrhri, Mandolin U. Srinivas, Namagiripettai Krishnan",1PJmg2Y59CRBhT6wzrAdzl,0.505,0.986,0.383,0.7095563038231175,0.0456,Chill
Ninu Choodaka,S.A. Rajkumar,6qsAsnJy7DmCUwq71AULjO,0.639,0.0911,0.0347,0.8196608957358682,0.0939,energetic
Siri Siri Muvva,Mickey J. Meyer,7B0O5Z3BfhCwBe5hHUD22F,0.703,0.451,0.0975,0.6268065198605441,0.0923,romantic
Neetho Gadipe Prathikshanam - Telugu,Sekhar Mopoori,6beXLQtvjxHCnAPnBvvGzp,0.483,0.909,0.128,0.5798146547870915,0.0342,Chill
Ee Madhumaasamlo,K. Chakravarthy,5APDID273QH5NWOgmsBUOi,0.334,0.129,0.862,0.7702851694031407,0.0494,cheerful
"Ravi Varmake (From ""Ravanude Ramudaithe"")",S. Janaki,101qPKpvyy8hxd3Aw0isoP,0.537,0.876,0.473,0.7883131201764058,0.0401,Chill
Adivo Alladivo - Madyamavati - Adi,Vijay Prakash,5Iv2u17maCovOFhZ3OmOKC,0.538,0.836,0.078,0.7746357162013171,0.0331,Chill
Chukkallara,M. M. Keeravani,3lzJb35KcEkFcTcCoamhrp,0.68,0.908,0.29,0.6181948210614143,0.0365,Chill
Hai Rukku,Mani Sharma,58C9BnBE4HRo2uDTvtxWls,0.851,0.338,0.221,0.8130158824756399,0.296,energetic
"Yedhalo Tholivalape (From ""Erra Gulaabilu"")",S. P. Balasubrahmanyam,7nZejCvTSYV1ZypLgX9EnU,0.437,0.987,0.129,0.7800292023004262,0.032,Chill
Shankerdada M.B.B.S,Devi Sri Prasad,4uRgxGrfYphznz5ca2DabC,0.66,0.414,0.0903,0.733692899073274,0.358,romantic
Paitenaka Eamundammo,M. M. Keeravani,4i0FxikqzT6aZM0Oxwf1S7,0.597,0.813,0.533,0.6562472064125868,0.446,cheerful
Entho Fun,Devi Sri Prasad,2R3ongpqepifzp30uxdBCG,0.629,0.415,0.121,0.721505408385232,0.0834,romantic
Priyathama Priyathama,Gopi Sundar,4wHZiaLsuI9aQdWv4f3Esd,0.71,0.743,0.183,0.6774933698858727,0.0391,Chill
Na Ooru Peddapuram,V Kiran Kumara,0pvHxFLM5KP4f6o1k7ZXt0,0.848,0.387,0.559,0.7021365356536251,0.336,cheerful
In The Night,M. M. Keeravani,1sJwTTmJqKCfSECI9HSV4F,0.81,0.138,0.211,0.7248428141482166,0.108,energetic
Dandiya India,Devi Sri Prasad,4LkwbuzCgbYS9XJh1Q52AT,0.627,0.202,0.0613,0.8585774307935279,0.102,energetic
"Sulthana (From ""Kgf Chapter 2"")",Various Artists,0KX0B3HIUheXCof3QajFuw,0.619,0.092,0.147,0.7558628087845287,0.0556,energetic
Kurai Onrum Illai - Ragamalika - Adi (Live),Kadri Gopalnath,1OmHmuOvobYHUPrxXcR9HY,0.482,0.909,0.434,0.7937960010727376,0.0654,Chill
Ammakutti Ammakutti Andhamantha Ompake,Chirrantan Bhatt,7EW27HIQrlFLpyCBtOodF4,0.531,0.256,0.647,0.8416222175869364,0.126,cheerful
No Money No Honey,Yuvan Shankar Raja,7u3NgW0xTula5u1YD44SBU,0.781,0.466,0.0512,0.824696802646086,0.294,romantic
Meesamunna Manmadhuda,Thaman S,64SQS9AfFhe21lkpkKPvn6,0.745,0.306,0.222,0.732381775380673,0.075,energetic
Aligina Velane,Ghantasala,1qkswDf0dbKcegaavn2Snr,0.443,0.856,0.27,0.8235346702821896,0.0398,Chill
Puttadibomma,Mickey J. Meyer,5mSeGRMQ28kWWHd4w7zXa6,0.688,0.714,0.209,0.6071396644715279,0.053,Chill
Mounamuganee,Ghantasala,7s9vHZW7rYh3bwSizvaJrG,0.655,0.96,0.0836,0.6467415596412289,0.179,Chill
OK Anesa,Mickey J. Meyer,3aBNTaTIFKrUX09AnIESkp,0.796,0.374,0.0837,0.6919157305044847,0.04,romantic
AB Yevaro Nee Baby,Anirudh Ravichander,1V4hx2szIylOh4rYoPrwlp,0.729,0.0561,0.129,0.7972823981644268,0.0545,energetic
Dhooram Dhooram,Devi Sri Prasad,6ZNnthyVbA6eW8qxBTDYez,0.665,0.518,0.0823,0.830537262731309,0.0327,romantic
Aaraneekuma Ee Deepam,Sathyam,4XCyTTn5MTHVqlA7fsh9Vr,0.547,0.752,0.125,0.6908727912035519,0.0513,Chill
Jingidi,Santhosh Narayanan,3dJOlcVZPz2byniHLRSxE7,0.827,0.576,0.442,0.775172084984654,0.459,cheerful
Breakup Patchup,Devi Sri Prasad,6ZyMoJwCPtHugdwz8LBSCh,0.826,0.386,0.135,0.8384636014183975,0.228,romantic
Muvvala Navakala,Devi Sri Prasad,2NTpCb0luqbizFWihabC4p,0.847,0.104,0.291,0.7478768735659584,0.165,energetic
Bussa Bussa,Mahavir,6h4wIBIx2yKmpIRytanTj6,0.822,0.45,0.231,0.834172651151703,0.249,romantic
Aye Babu,Chakri,2UlwK9Rz85Zlf60CVn2K7W,0.813,0.178,0.0541,0.8038082183616914,0.0384,energetic
Aatu Kokila Kutha,Mangli,0zYm9Ryhy38jG9DTHyCMzX,0.68,0.169,0.0978,0.685479305104443,0.0909,energetic
Evalu Rammannaru Koduka,Charan Arjun,7fdM4vD648bsogCZgChK8r,0.483,0.505,0.194,0.7642659197234721,0.0838,romantic
Nannu Dochu Kunduvatey,Joseph,1o4Z8z5hI6eYFNdHHppVCl,0.546,0.763,0.0542,0.6549956792514676,0.0741,Chill
Raba Raba,Mangli,1XiHI6xjy82Pkef0EnC8ec,0.532,0.161,0.115,0.7767513930689234,0.317,energetic
Tandanana Aahi,S. P. Balasubrahmanyam,7noLj8ZQUvrNvq2XIUYGdn,0.589,0.822,0.166,0.6402753359754463,0.0479,Chill
Vallabha Nayakasya - Raga Begada,N. Ravikiran,4kc3xF1SKMHUsrexy73MPj,0.424,0.602,0.0791,0.4557942727733246,0.0559,Chill
Paruvama,Ilaiyaraaja,41jl5OaYS84AYEBKG6O74X,0.567,0.984,0.277,0.6827676629220181,0.145,Chill
Bheemla Nayak Title Song,Thaman S,6BiLK0zV9MULmHcM7G7L2W,0.66,0.465,0.272,0.7432581423761138,0.0512,romantic
Mumbai Ke Hero,Chirrantan Bhatt,2BouAimbjjSvtbWG0eYw1s,0.838,0.122,0.0676,0.7848863196161984,0.0335,energetic
Mem Oori Poragallam,Charan Arjun,7Gbiqp5bPn3pAdko2V0Uhx,0.659,0.674,0.357,0.7730862063827886,0.141,cheerful
"Sashikala (From ""Rudraveena"")",Mahavir,1ekTSTMaVLZ6zVIGy5tVZe,0.781,0.342,0.242,0.734557048779761,0.279,romantic
Gum Gumainchu,Raj-Koti,6g9sMkzmBNr099441iaA93,0.751,0.797,0.294,0.8653118388509788,0.0591,Chill
Aidhella Vayasu,Mani Sharma,6Mk1DmePRrQOI5YFHNW91u,0.828,0.142,0.0529,0.8159659107839924,0.124,energetic
"Laddunda (From ""Bangarraju"")",Various Artists,0TFsRiEHiNwSgH85x1gCqm,0.935,0.584,0.0814,0.6787746953127328,0.482,romantic
Hamsa Naava,M. M. Keeravani,6F95I3jBSxFcHauFB92YOf,0.674,0.747,0.104,0.6651568878691261,0.0548,Chill
Oorelipota Mama,Chowraasta,3lQCnKafxZtct8QfsG6jog,0.956,0.687,0.0812,0.7452248279150153,0.0539,romantic
Manasa Ekkadunnavu,Mani Sharma,55wp1QdOUokbJoWp1I6sB9,0.545,0.42,0.486,0.7845287404273071,0.0697,cheerful
Sinukulata,Spoorthi Jithender,1klsu8tCv6bpcwdgnCj7Zt,0.829,0.854,0.1,0.8758306266575285,0.0637,Chill
"Oopire (From ""Aakasam"")",Jayashree,0T4zEHTE8N5cnKPDwBe35V,0.53,0.875,0.117,0.6146190291725022,0.044,Chill
Changure Changure,M. M. Keeravani,0XJbSzQ5xOJIFcSuBikbiW,0.464,0.334,0.135,0.7675735272207158,0.105,romantic
Padhaahaarellaku,M. S. Viswanathan,602OqaRWEeHZ11LFcIQ0nO,0.268,0.958,0.4,0.889180249709467,0.0362,Chill
Just Chill Boss,Devi Sri Prasad,3UuZxEDjZgBfLv9sHuC3HM,0.83,0.12,0.0714,0.8020799189487172,0.0484,energetic
Kusalammaa Neeku,K. Chakravarthy,6jZSnFJI8IkUqGvEFPrQsS,0.366,0.995,0.231,0.6261807562799846,0.0339,Chill
Tauba Tauba,Mani Sharma,0LEgSjp2LaHc0V7nh8vQAG,0.899,0.16,0.0569,0.8226407223099617,0.141,energetic
"Ede Swayamvaram - From ""Made in Heaven""",Krishna Tejasvi,0sq2oF7MXv6q8c8lMrUe0m,0.21,0.826,0.129,0.7759170416281773,0.0432,Chill
Pettamandhi Pettamandhi,M. M. Keeravani,7LKOi9Oeor1pfGXXgB6Fl7,0.722,0.374,0.159,0.752167823832653,0.264,romantic
Makkala Raasi Meedha,Mukunda Priya,4vtdmKFbvlEMoGoeLe7t2E,0.734,0.555,0.0866,0.7557138174558241,0.199,romantic
Jo Achyuthananda Jo Jo Mukunda,M. S. Subbulakshmi,6ZKc3w8osIQrVFpMvpEs3a,0.316,0.853,0.401,0.7098542864805268,0.0386,Chill
